category,name,quantity,price,date
feeding-accessories,Pigeon Flexible PP Feeding Bottle 4M+,240 ml,Rs. 699,2023-10-11
feeding-accessories,Pigeon Juice Feeder,50 ml,Rs. 501,2023-10-11
feeding-accessories,Pigeon Minitree Feeding Bottle with Handle 3M+,150 ml,Rs. 507,2023-10-11
feeding-accessories,Pigeon Plastic Juice Feeder,50 ml,Rs. 512,2023-10-11
feeding-accessories,Pigeon Soft Touch Feeding Bottle,160 ml,Rs. 1120,2023-10-11
feeding-accessories,Pigeon Soft Touch Glass Bottle 3M+,240 ml,Rs. 2201,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 5 (11-25kg),28 piece,Rs. 1488,2023-10-11
diaper-and-wipes,Shield Baby Wipes 60 pcs,1 unit,Rs. 188,2023-10-11
diaper-and-wipes,Molfix UV 3D Mini Jumbo Pack Size 2,68 piece,Rs. 2272,2023-10-11
diaper-and-wipes,Molfix 3D UV Midi Jumbo Size 3,60 piece,Rs. 2276,2023-10-11
diaper-and-wipes,Molfix Size 3 Midi (4-9kg),34 piece,Rs. 1394,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Pants Size 3 (7-11kg),28 piece,Rs. 1785,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 4 Maxi (7-18kg),46 piece,Rs. 2430,2023-10-11
diaper-and-wipes,Canbebe Size 4 Maxi (7-18kg),54 piece,Rs. 2430,2023-10-11
diaper-and-wipes,Molfix Size 2 Mini 3-6 kg,38 piece,Rs. 1341,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Pants 7-11kg midi 56 Nappy Pants,1 unit,Rs. 2412,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 1 (2-5kg),48 piece,Rs. 1600,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 1 (2-5kg),84 piece,Rs. 2530,2023-10-11
diaper-and-wipes,Molfix Pants Size 5 Junior (12-17Kg),48 piece,Rs. 2890,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 3 (4-9kg),36 piece,Rs. 1675,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 3 (4-9kg),60 piece,Rs. 2700,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 6 (16+ kg),24 piece,Rs. 1750,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 6 (16+ kg),40 piece,Rs. 2699,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Diaper Size 5 (12-16kg),22 piece,Rs. 1640,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Pants Size 5 (12-16kg),44 piece,Rs. 2710,2023-10-11
diaper-and-wipes,Good Care Diapers size 2,96 piece,Rs. 2620,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Newborn Diapers (3-7kg),1 gm,Rs. 2810,2023-10-11
diaper-and-wipes,Canbebe Creamy Touch Baby Wipes,56 piece,Rs. 509,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Pants (14-19kg),38 piece,Rs. 2830,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 5 (11-25kg),48 piece,Rs. 2690,2023-10-11
diaper-and-wipes,Canbebe Pants Size 5 (12-18kg),50 piece,Rs. 3500,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 2 (3-6kg),40 piece,Rs. 1699,2023-10-11
diaper-and-wipes,Molfix 3D UV Maxi Mega Pack,72 piece,Rs. 3599,2023-10-11
diaper-and-wipes,Canbebe Diapers Size 4 (7-18kg),32 piece,Rs. 1750,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Diapers Size 4 (7-12kg),50 piece,Rs. 2816,2023-10-11
diaper-and-wipes,Pampers Skin Comfort Pants Size 4 (10-14kg),50 piece,Rs. 2830,2023-10-11
food-and-milk,Nestle Nangrow Optipro 3 400g,400 gm,Rs. 2342,2023-10-11
food-and-milk,Cow & Gate Milk Almiron,400 gm,Rs. 2545,2023-10-11
food-and-milk,Cow and Gate 2 Follow on Formula from 6-12 months,400 gm,Rs. 1895,2023-10-11
food-and-milk,Cow and Gate 3,400 gm,Rs. 1570,2023-10-11
food-and-milk,Cow and Gate 4,400 gm,Rs. 1795,2023-10-11
food-and-milk,Nestle Bunyad 260gm,260 gm,Rs. 420,2023-10-11
food-and-milk,Nestle Nido 1+,375 gm,Rs. 885,2023-10-11
food-and-milk,Nestle Nido 3+,800 gm,Rs. 1795,2023-10-11
food-and-milk,Nestle Nido Growth 900gm,1 unit,Rs. 1785,2023-10-11
food-and-milk,Nestle Lactogen 1 800g,800 gm,Rs. 2390,2023-10-11
food-and-milk,Nestle Lactogrow 3 800g,800 gm,Rs. 2295,2023-10-11
food-and-milk,M Morinaga Bf-3 Growing-up Formula Vanilla,400 gm,Rs. 2550,2023-10-11
food-and-milk,Abbotts Similac Comfort 2 360gm,360 gm,Rs. 2200,2023-10-11
bath-and-toothpaste,Pigeon Baby Wash 2in1 Sakura,1 ltr,Rs. 2075,2023-10-11
bath-and-toothpaste,Johnsons Baby Oil,100 ml,Rs. 553,2023-10-11
bath-and-toothpaste,Johnsons Baby Soft Lotion,300 ml,Rs. 999,2023-10-11
bath-and-toothpaste,Johnsons Baby Petroleum Jelly Unscented,250 ml,Rs. 1110,2023-10-11
bath-and-toothpaste,Johnsons Baby Powder Blossom 100gm,100 gm,Rs. 278,2023-10-11
bath-and-toothpaste,Johnsons Baby Sleep Time Powder,200 gm,Rs. 422,2023-10-11
bath-and-toothpaste,Johnsons Classic Baby Powder,100 gm,Rs. 278,2023-10-11
bath-and-toothpaste,Pigeon Baby Oil Sakura,200 ml,Rs. 765,2023-10-11
bath-and-toothpaste,Aveeno Baby Carrier Cream,100 ml,Rs. 2250,2023-10-11
bath-and-toothpaste,Hamdard Naunehal Nappy Cream 50gm,50 gm,Rs. 129,2023-10-11
bath-and-toothpaste,Aveeno Baby Hair & Body wash,250 ml,Rs. 1699,2023-10-11
bath-and-toothpaste,Johnsons Baby Milk Soap,100 gm,Rs. 180,2023-10-11
bath-and-toothpaste,Johnsons Baby Soap,100 gm,Rs. 178,2023-10-11
bath-and-toothpaste,Johnsons Blossom Baby Soap,100 gm,Rs. 178,2023-10-11
bath-and-toothpaste,Johnson's Bubble Bath & Wash,300 ml,Rs. 1150,2023-10-11
bath-and-toothpaste,Johnsons Baby Shampoo Gold (New),100 ml,Rs. 410,2023-10-11
bath-and-toothpaste,Hamdard Naunehal Herbal Tooth Paste,70 gm,Rs. 100,2023-10-11
bath-and-toothpaste,Johnsons Baby Soft Lotion,100 ml,Rs. 552,2023-10-11
bath-and-toothpaste,Johnsons Baby Soft Lotion,200 ml,Rs. 799,2023-10-11
bath-and-toothpaste,Johnsons Baby Soft Lotion,500 ml,Rs. 1495,2023-10-11
bath-and-toothpaste,Johnsons Classic Baby Powder,200 gm,Rs. 490,2023-10-11
utensils-and-accessories,Pigeon Baby Comb & Brush Set,1 unit,Rs. 490,2023-10-11
utensils-and-accessories,Shield Grooming Kit,1 unit,Rs. 333,2023-10-11
utensils-and-accessories,Pigeon Nail Scissor For New Born,1 unit,Rs. 1310,2023-10-11
utensils-and-accessories,Pigeon Baby Nail Scissor,1 unit,Rs. 1195,2023-10-11
utensils-and-accessories,JOHNSONS BABY ESSENTIAL KIT 3 PCS,3 piece,Rs. 1028,2023-10-11
utensils-and-accessories,JOHNSONS BABY ESSENTIAL KIT 4 PCS,4 piece,Rs. 1356,2023-10-11
utensils-and-accessories,Johnsons Baby Cotton Buds,100 piece,Rs. 330,2023-10-11
utensils-and-accessories,Johnsons Baby Cotton Buds,200 unit,Rs. 590,2023-10-11
dry-fruits-and-nuts,Ajwa Dates (عجوہ کھجور),500 gm,Rs. 1999,2023-10-11
dry-fruits-and-nuts,Rewari 500 GM (ریوڑی ),500 gm,Rs. 710,2023-10-11
dry-fruits-and-nuts,Raisin Sunder Khani 100 GM (کشمش سندر خانی),100 gm,Rs. 198,2023-10-11
dry-fruits-and-nuts,Raisin Sunder Khani 200 GM (کشمش سندر خانی),200 gm,Rs. 386,2023-10-11
dry-fruits-and-nuts,AloBukhara 200 GM (الو بخارا),200 gm,Rs. 230,2023-10-11
dry-fruits-and-nuts,Meethi Soonf 100 GM (میٹھی سونف),100 gm,Rs. 43,2023-10-11
dry-fruits-and-nuts,Meethi Soonf 200 gm (میٹھی سونف),200 gm,Rs. 86,2023-10-11
dry-fruits-and-nuts,Grocer Pan Masala 100 GM (گروسر پان مسالہ),100 gm,Rs. 119,2023-10-11
dry-fruits-and-nuts,Grocer Tulsi 100 GM (گروسر تلسی),100 gm,Rs. 119,2023-10-11
dry-fruits-and-nuts,Grocer Tulsi 200 GM (گروسر تلسی),200 gm,Rs. 241,2023-10-11
dry-fruits-and-nuts,Irani Dates 500 GM (ایرانی کھجور),500 gm,Rs. 440,2023-10-11
dry-fruits-and-nuts,Tamarind imli - املی,100 gm,Rs. 75,2023-10-11
dry-fruits-and-nuts,Dry Plum - کھٹا آلو بخارا,100 gm,Rs. 205,2023-10-11
dry-fruits-and-nuts,Irani Plum,100 gm,Rs. 160,2023-10-11
dry-fruits-and-nuts,Ajwa Dates (عجوہ کھجور),250 gm,Rs. 999,2023-10-11
dry-fruits-and-nuts,Mazafati Date Box,1 unit,Rs. 480,2023-10-11
dry-fruits-and-nuts,Rubai Dates,500 gm,Rs. 554,2023-10-11
dry-fruits-and-nuts,Plum Sweet,200 gm,Rs. 285,2023-10-11
dry-fruits-and-nuts,Kalma Dates,250 gm,Rs. 920,2023-10-11
dry-fruits-and-nuts,Peshawari kahwa-پشاوری قہوہ,100 gm,Rs. 226,2023-10-11
nuts,Chalghooza 50GM (چلغوزہ),50 gm,Rs. 432,2023-10-11
dumplings,Beef Dumplings - OH MOMO (24 dumplings pack),24 piece,Rs. 1080,2023-10-11
dumplings,Chicken Dumplings - OH MOMO (24 dumplings pack),24 piece,Rs. 1080,2023-10-11
dumplings,Paneer Kurkure Dumplings - OH MOMO (24 dumplings pack),24 piece,Rs. 1250,2023-10-11
dumplings,Sabzi Dumplings - OH MOMO (24 dumplings pack),24 piece,Rs. 950,2023-10-11
dumplings,Frozen - Chicken Dumplings 12 Pieces - Bamboo Union,12 piece,Rs. 899,2023-10-11
dumplings,Frozen Prawn Dumplings 12 Pieces - Bamboo Union,12 piece,Rs. 950,2023-10-11
dumplings,Chicken & Vegetable Dumplings ((12 pieces + dumpling sa...,12 piece,Rs. 1280,2023-10-11
dumplings,Chicken and Kimchi Dumplings (12 pieces + dumpling sauc...,12 piece,Rs. 1600,2023-10-11
dumplings,Mushroom and Kimchi Dumplings (12 pieces + dumpling sau...,12 piece,Rs. 1400,2023-10-11
dumplings,Organic Vegetable Dumplings (12 pieces + dumpling sauce...,12 piece,Rs. 1400,2023-10-11
dumplings,Ravioli: Ricotta Feta Caramelized Onions & Basil (12 ...,12 piece,Rs. 1300,2023-10-11
dumplings,Ravioli: Spinach Ricotta Feta Lemon Zest (12 pieces +...,12 piece,Rs. 1450,2023-10-11
dumplings,Veal & Vegetable Dumplings (12 pieces) + dumpling sauce...,12 piece,Rs. 1500,2023-10-11
dumplings,Veal and Kimchi Dumplings (12 pieces + dumpling sauce) ...,12 piece,Rs. 1710,2023-10-11
appetizers,Bablooz - Chicken Tenders ( 12 Pieces pack),12 piece,Rs. 1495,2023-10-11
appetizers,Bablooz - Mozzarella Sticks ( 12 Pieces pack),12 piece,Rs. 1595,2023-10-11
appetizers,Bablooz - Pepper Cheese Bites ( 12 Pieces pack),12 piece,Rs. 1595,2023-10-11
appetizers,Bablooz - Stuffed Chicken Fingers - Jalapeno Cheese ( ...,12 piece,Rs. 1795,2023-10-11
appetizers,Bablooz - Stuffed Chicken Fingers - Just Cheese ( 12 Pi...,12 piece,Rs. 1795,2023-10-11
appetizers,Bablooz - Stuffed Chicken Fingers - Mashroom Cheese ( 1...,12 piece,Rs. 1795,2023-10-11
appetizers,Rinas Kitchenette Stuffed Chicken Fingers (6pcs pack),6 piece,Rs. 2950,2023-10-11
appetizers,Arancini: Parmesan and Mozzarella (6 large pieces + 2 m...,6 piece,Rs. 1250,2023-10-11
appetizers,"Arancini: Truffle, Mushroom, Parmesan and Mozzarella (6...",6 piece,Rs. 1350,2023-10-11
french-fries-chips,Fryzo Fries 9mm,2 kg,Rs. 1140,2023-10-11
french-fries-chips,Fryzo Fries 9mm (Straight Cut),1 kg,Rs. 595,2023-10-11
french-fries-chips,Opa Fries Chunky (9 mm ),1 kg,Rs. 835,2023-10-11
french-fries-chips,Opa Fries Chunky (9 mm),2 kg,Rs. 1525,2023-10-11
french-fries-chips,Opa Fries Crinkle,1 kg,Rs. 835,2023-10-11
french-fries-chips,Opa Fries Crinkle,2 kg,Rs. 1525,2023-10-11
french-fries-chips,Opa Fries Original (6mm),2 kg,Rs. 1525,2023-10-11
french-fries-chips,Opa Fries Super Chunky 12*12 mm,2 kg,Rs. 1525,2023-10-11
frozen-parathay,Doughstory Aloo Paratha 3 Pieces (360g),3 piece,Rs. 255,2023-10-11
frozen-parathay,Doughstory LACHHA Paratha,400 gm,Rs. 260,2023-10-11
frozen-parathay,Doughstory Makai Roti,500 gm,Rs. 255,2023-10-11
frozen-parathay,Doughstory Tandori Naan,5 piece,Rs. 265,2023-10-11
frozen-parathay,Doughstory Whole Wheat Chappati,600 gm,Rs. 320,2023-10-11
frozen-parathay,Sabroso Plain Paratha 5 Pieces,400 gm,Rs. 210,2023-10-11
frozen-parathay,Sabroso Whole Wheat Paratha 5 Pieces,400 gm,Rs. 225,2023-10-11
frozen-parathay,Dawn Aloo Paratha 3 Pieces (360g),360 gm,Rs. 280,2023-10-11
frozen-parathay,Dawn Chicken Paratha 3 Pieces (330g),330 gm,Rs. 420,2023-10-11
frozen-parathay,Dawn Lahori Naan (5 Pieces),426 gm 5s,Rs. 290,2023-10-11
frozen-parathay,Dawn Plain Paratha (30 Pieces),1 unit,Rs. 1180,2023-10-11
frozen-parathay,Dawn Plain Paratha (5 Pieces),400 gm,Rs. 235,2023-10-11
frozen-parathay,Dawn Whole Wheat Paratha (5 Pieces),400 gm,Rs. 275,2023-10-11
frozen-parathay,Doughstory Tandori Naan (Jumbo Pack),20 piece,Rs. 950,2023-10-11
sausages-and-toppings,Sabroso Tikka Topping 500g,500 gm,Rs. 864,2023-10-11
sausages-and-toppings,K&N's Breakfast Sausages with Herbs 32 Pieces (720g),720 gm,Rs. 1135,2023-10-11
sausages-and-toppings,K&N's Chicken Tikka Chunks 700g,700 gm,Rs. 1150,2023-10-11
sausages-and-toppings,K&N's Frankfurter Sausages 16 Pieces (720g),720 gm,Rs. 1135,2023-10-11
sausages-and-toppings,K&N's Jumbo Frank Sausage Cheese and Onion 10 Pieces,740 gm,Rs. 1170,2023-10-11
sausages-and-toppings,K&N's Jumbo Frank Sausage Jalapeno Pepper and Cheese 10...,740 gm,Rs. 1170,2023-10-11
sausages-and-toppings,K&N's Mini Franks Sausage With Cheese (54-56 Pieces),700 gm,Rs. 1135,2023-10-11
sausages-and-toppings,K&N's Pastrami Strips 56 Pieces (504g),504 gm,Rs. 1085,2023-10-11
sausages-and-toppings,K&N's Toppingz 'N Fillingz Fajita 650g,650 gm,Rs. 1250,2023-10-11
sausages-and-toppings,K&N's Toppingz 'N Fillingz Tikka 650g,650 gm,Rs. 1250,2023-10-11
sausages-and-toppings,Sabroso Fajita Topping 500g,500 gm,Rs. 960,2023-10-11
kabab-and-kofta,Sabroso Seekh Kabab 18 Pieces (540g),540 gm,Rs. 1060,2023-10-11
kabab-and-kofta,Sabroso Chapli Kabab 10 Pieces (740g),740 gm,Rs. 970,2023-10-11
kabab-and-kofta,Sabroso Chapli Kabab 4 Pieces (296g),296 gm,Rs. 455,2023-10-11
kabab-and-kofta,Sabroso Chicken Kofta 32 Pieces (800g),800 gm,Rs. 1170,2023-10-11
kabab-and-kofta,Sabroso Gola Kabab 23 Pieces (515g),515 gm,Rs. 1060,2023-10-11
kabab-and-kofta,Sabroso Shahi Tikka 500g,500 gm,Rs. 1050,2023-10-11
kabab-and-kofta,Sabroso Shami Kabab 15 Pieces (600g),600 gm,Rs. 950,2023-10-11
kabab-and-kofta,Dawn Chicken Chapli Kabab 4 Pieces (296g),296 gm,Rs. 475,2023-10-11
kabab-and-kofta,Dawn Chicken Seekh Kabab 18 Pieces (540g),540 gm,Rs. 1095,2023-10-11
kabab-and-kofta,Dawn Chicken Seekh Kabab 6 Pieces (180g),180 gm,Rs. 425,2023-10-11
kabab-and-kofta,Dawn Chicken Shami Kabab 16 Pieces (576g),576 gm,Rs. 975,2023-10-11
kabab-and-kofta,Dawn Foods Chicken Kofta (Value Pack),700 gm,Rs. 1095,2023-10-11
kabab-and-kofta,K&N's Chapli Kabab 12 Pieces (888g),900 gm,Rs. 1165,2023-10-11
kabab-and-kofta,K&N's Chapli Kabab 4 Pieces (296g),296 gm,Rs. 460,2023-10-11
kabab-and-kofta,K&N's Seekh Kabab 18 Pieces (540g),540 gm,Rs. 1060,2023-10-11
kabab-and-kofta,K&N's Shami Kabab 18 Pieces (648g),648 gm,Rs. 1025,2023-10-11
kabab-and-kofta,K&N's Shami Kabab 7 Pieces (252g),252 gm,Rs. 435,2023-10-11
kabab-and-kofta,K&N&#039;s Kafta Kabab 23 Pieces (515g),515 gm,Rs. 1060,2023-10-11
kabab-and-kofta,K&N&#039;s Seekh Kabab 7 Pieces (205g),205 gm,Rs. 460,2023-10-11
kabab-and-kofta,K&Ns Chicken Kofta,340 gm,Rs. 510,2023-10-11
kabab-and-kofta,K&Ns Chicken Kofta 30 Pieces (850g),850gm,Rs. 1205,2023-10-11
burger-patties,Dawn Chicken Burger Patties 16 Pieces (992g),992 gm,Rs. 1250,2023-10-11
burger-patties,Dawn Chicken Burger Patties 6 Pieces (372g),372 gm,Rs. 500,2023-10-11
burger-patties,Sabroso Burger Patties 6 Pieces (370g),370 gm,Rs. 465,2023-10-11
burger-patties,Sabroso Crispy Burger Patties 12 Pieces (1kg),1000 gm,Rs. 1245,2023-10-11
burger-patties,Sabroso Crispy Burger Patties 6 Pieces (500g),500 gm,Rs. 630,2023-10-11
burger-patties,K&N's Burger Patties 16 Pieces (1070g),1070gm,Rs. 1310,2023-10-11
burger-patties,K&N's Burger Patties 6 Pieces (400g),400gm,Rs. 505,2023-10-11
burger-patties,K&N's Thunder Fillet 5 Pieces (550g),550 gm,Rs. 1020,2023-10-11
nuggets-and-snacks,Sabroso Nuggets 35-37 Pieces (820g),820 gm,Rs. 999,2023-10-11
nuggets-and-snacks,Sabroso Aqua Buddies Nuggets 12 Pieces (270g),270 gm,Rs. 445,2023-10-11
nuggets-and-snacks,Sabroso Chicken Donuts 20 Pieces (780g),780 gm,Rs. 1025,2023-10-11
nuggets-and-snacks,Sabroso Chicken Donuts 8 Pieces (310g),310 gm,Rs. 520,2023-10-11
nuggets-and-snacks,Sabroso Chicken Pakora 400g,400 gm,Rs. 545,2023-10-11
nuggets-and-snacks,Sabroso Nuggets 12 Pieces (270g),270 gm,Rs. 440,2023-10-11
nuggets-and-snacks,Dawn Chicken Shots 18-20 Pieces (260g),260 gm,Rs. 500,2023-10-11
nuggets-and-snacks,Dawn Chicken Shots 64-68 Pieces (780g),780 gm,Rs. 1275,2023-10-11
nuggets-and-snacks,K&N's Chicken Croquettes 53-55 Pieces (1kg),1000 gm,Rs. 1220,2023-10-11
nuggets-and-snacks,K&N's Chicken Nuggets 12 Pieces (270g),270 gm,Rs. 440,2023-10-11
nuggets-and-snacks,K&N's Chicken Nuggets 43-45 Pieces (1kg),1000 gm,Rs. 1210,2023-10-11
nuggets-and-snacks,K&N's Chicken Nuggets 74-76 Pieces (1.7kg),1.7 Kg,Rs. 1965,2023-10-11
nuggets-and-snacks,K&N's Chicken Puff Patteze 12 Pieces,288 gm,Rs. 549,2023-10-11
nuggets-and-snacks,K&N's Chicken Tempura 29-31 Pieces (660g),660 gm,Rs. 1160,2023-10-11
nuggets-and-snacks,K&N's Chicken Tender Pops 780g,780 gm,Rs. 1130,2023-10-11
nuggets-and-snacks,K&N's Fun Nuggets 26-28 Pieces (795g),795 gm,Rs. 1070,2023-10-11
nuggets-and-snacks,K&N's Fun Nuggets 9 Pieces (265g),265 gm,Rs. 455,2023-10-11
nuggets-and-snacks,K&N's Haray Bharay Nuggets 45-47 Pieces (1kg),1000 gm,Rs. 1170,2023-10-11
nuggets-and-snacks,K&N's Tender Pops 260g,260 gm,Rs. 455,2023-10-11
nuggets-and-snacks,K&N's Tikka Pizzetta 8 Pieces (960g),960gm,Rs. 1230,2023-10-11
samosa-and-rolls,Doughstory Spring Roll Pastry,1 unit,Rs. 461,2023-10-11
samosa-and-rolls,Sabroso Chicken Samosa 25 Pieces (500g),500 gm,Rs. 819,2023-10-11
samosa-and-rolls,K&N's Chicken Samosa 30 Pieces (420g),420 gm,Rs. 800,2023-10-11
samosa-and-rolls,Dawn Chicken Samosa 30 Pieces (600g),600 gm,Rs. 1100,2023-10-11
samosa-and-rolls,Dawn Chicken Spring Roll 12 Pieces,420 gm,Rs. 630,2023-10-11
frozen-fruits-and-vegetables,"Opa Flavorful 4 Way Mix Vegetables (Peas,Carrot,Green B...",500 gm,Rs. 275,2023-10-11
frozen-fruits-and-vegetables,Opa Golden Sweet Corn,1 kg,Rs. 650,2023-10-11
frozen-fruits-and-vegetables,Opa Golden Sweet Corn,500 gm,Rs. 345,2023-10-11
frozen-fruits-and-vegetables,Opa Hearty Broccoli,300 gm,Rs. 220,2023-10-11
frozen-fruits-and-vegetables,Opa Juicy Strawberries,500 gm,Rs. 435,2023-10-11
frozen-fruits-and-vegetables,Opa Plump Green Peas,1 kg,Rs. 585,2023-10-11
condoms,Durex Flavours,12 piece,Rs. 1076,2023-10-11
condoms,Durex Extra Safe Condoms (Pack of 3),1 unit,Rs. 455,2023-10-11
condoms,Durex Fetherlite Ultra Fine 3 Condoms pack,3 piece,Rs. 1299,2023-10-11
condoms,Durex Invisible Ultra Thin Ultra Sensitive Condoms (Pac...,1 unit,Rs. 450,2023-10-11
food-supplements,Complan Extra Growing Power Strawberry Flavour,200 gm,Rs. 653,2023-10-11
food-supplements,Abbotts Ensure Strawberry 400gm,400 gm,Rs. 2208,2023-10-11
food-supplements,Complan Extra Growing Power Vanilla Flavour,200 gm,Rs. 713,2023-10-11
food-supplements,Ovaltine Complete Nutrition Chocolate,100 gm,Rs. 680,2023-10-11
food-supplements,Horlicks Original New Formula,440 gm,Rs. 1442,2023-10-11
food-supplements,Complan Extra Growing Power Chocolate Flavour Jar,400 gm,Rs. 1400,2023-10-11
food-supplements,Complan Extra Growing Power Strawberry Flavour Jar,400 gm,Rs. 1395,2023-10-11
first-aid,Dettol Antiseptic Liquid Solution,100 ml,Rs. 375,2023-10-11
otc,Hamdard Ghutti,160 ml,Rs. 57,2023-10-11
otc,Hamdard Ispaghol 4.5gm Sachet,4.5 gm,Rs. 20,2023-10-11
otc,Hamdard Ispaghol Jar,100 gm,Rs. 540,2023-10-11
otc,Hamdard Tut Siah + Mulathi,1 piece,Rs. 150,2023-10-11
otc,Marhaba Honehar Herbal Gripe Water,120ml,Rs. 49,2023-10-11
cigarettes,Benson & Hedges - Light Local,1 piece,Rs. 445,2023-10-11
cigarettes,John Player,1 piece,Rs. 220,2023-10-11
nicotine,Velo Berry Frost (1x5),10 gm,Rs. 620,2023-10-11
nicotine,Velo Berry Frost (1x5),14 gm,Rs. 770,2023-10-11
nicotine,Velo Parlor Mint (1x5),14 gm,Rs. 770,2023-10-11
nicotine,Velo Polar Mint (1x5),10 gm,Rs. 620,2023-10-11
cat-food,Me-O Cat Food Ocean Fish Kitten,400 gm,Rs. 1520,2023-10-11
cat-food,Me-o Cat Food Sea Food Adult,3 kg,Rs. 6895,2023-10-11
cat-food,Me-O Cat Food Sea Food Adult,3 kg,Rs. 6980,2023-10-11
cat-food,Me-o Cat Food Tuna,3 kg,Rs. 7060,2023-10-11
dog-food,Smart Heart roast beef flavor,3 kg,Rs. 3731,2023-10-11
dog-food,Tuarna Dog Adult - Chicken & Liver,1300 gm,Rs. 1701,2023-10-11
dog-food,"Tuarna Dog Puppy - Chicken, Milk & Egg",1300 gm,Rs. 1607,2023-10-11
dog-food,"Smart Heart (chicken ,egg and milk flavor)",3 kg,Rs. 3777,2023-10-11
dog-food,"Smart Heart chicken, and eggs flavor",3 kg,Rs. 2495,2023-10-11
dog-food,Smartheart Puppy Chicken Egg & Milk Flavor,3 kg,Rs. 4520,2023-10-11
dog-food,Tuarna Dog Adult - Chicken & Egg,1300 gm,Rs. 1323,2023-10-11
